winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential,winner
0.628455,0.512054,-1,62.8679,0,1,2,?,3,2,0,25,41,0
0.565031,0.374175,1,56.2332,1,3,2,4,1,1,1,44,18,0
0.592397,0.419772,0,66.6467,0,2,1,4,2,?,1,69,-1,1
0.887757,0.390307,-1,49.427,2,2,4,1,1,2,0,51,59,1
0.910287,0.319598,0,63.6066,1,3,2,5,2,2,1,59,59,0
0.680404,0.425093,0,?,1,3,2,5,3,2,0,66,58,0
0.451348,0.861157,-1,65.5455,2,0,4,4,3,3,0,45,61,1
0.711057,0.157369,1,71.8891,0,?,1,5,2,3,1,67,70,0
0.26904,0.546333,-1,54.596,0,3,4,2,3,4,0,49,31,1
0.514801,0.478471,0,63.2509,2,1,3,1,4,1,0,65,69,1
0.359247,0.347305,1,66.16,1,0,3,4,2,2,0,40,62,1
0.532757,0.626752,-1,66.801,1,1,5,5,2,4,1,13,52,1
0.778122,0.282763,-1,76.0436,2,1,3,1,4,1,0,55,40,1
?,0.569746,1,61.7576,4,2,1,5,2,3,0,67,39,1
?,0.807217,1,68.9306,0,0,2,3,1,2,1,59,43,1
0.585554,0.51532,1,52.5435,3,?,4,3,3,2,1,52,28,1
0.775541,0.748189,0,?,2,1,3,1,2,3,0,36,51,1
0.55894,0.489409,0,68.5112,1,2,?,4,2,3,1,68,42,0
0.594199,0.592429,0,59.7974,2,?,2,1,2,5,0,55,50,1
0.626354,0.396653,0,72.4107,1,0,5,4,4,3,0,39,67,1
0.771786,0.563819,-1,67.7931,1,2,3,2,?,3,1,37,50,0
0.650599,0.367948,0,70.3408,1,2,2,1,1,2,0,77,48,0
0.453985,0.473956,0,63.8401,0,1,4,4,2,2,0,37,67,0
0.830328,0.627227,0,64.2764,2,?,3,5,2,3,0,45,39,1
0.612477,0.803658,1,59.1059,3,1,5,4,2,1,1,72,46,1
0.48628,0.919087,-1,61.2147,2,-1,?,3,4,2,1,28,44,1
0.0275631,?,0,?,1,2,2,4,4,4,1,24,75,0
0.660315,0.230959,-1,?,0,2,4,1,?,3,0,?,45,0
0.416272,0.815666,1,59.9388,1,2,1,4,2,3,1,29,31,0
0.624878,0.391609,-1,63.9338,2,3,3,3,3,3,0,54,59,0
0.129132,0.611074,1,57.2052,3,-1,3,5,3,3,0,95,35,1
0.800007,0.478611,0,57.66,2,1,1,5,0,2,0,71,67,1
0.543684,0.322526,?,73.3712,2,2,3,5,4,2,0,53,23,1
0.54758,0.852144,0,62.0806,2,1,3,1,2,2,0,45,62,1
0.451496,0.209881,1,66.2123,0,?,2,2,4,2,0,29,50,0
0.435427,0.510364,-1,70.3895,1,1,2,2,2,3,1,58,37,1
0.569983,0.420871,-1,?,2,1,3,1,3,4,1,29,46,1
0.625761,0.798841,-1,54.8071,2,2,5,1,5,2,1,50,68,1
0.113068,0.479162,1,60.615,3,0,4,5,4,3,1,64,56,1
0.649969,0.232122,-1,68.2846,3,?,1,4,4,3,1,47,52,0
0.571637,0.437505,1,64.0937,1,1,2,?,3,2,0,48,50,1
0.411377,0.454378,0,74.4575,2,1,4,1,3,2,1,?,37,1
0.412982,0.593941,0,63.8915,3,2,4,5,2,4,1,36,51,1
0.512909,0.518779,1,60.7783,4,1,5,4,3,5,?,42,?,1
0.468238,0.593703,1,64.5383,1,2,3,?,3,3,1,34,62,0
0.385185,0.376698,-1,54.4631,1,3,1,?,2,2,0,50,38,0
0.369123,0.594683,1,61.8979,3,2,5,4,2,1,0,64,54,1
0.56293,0.752891,1,57.3372,1,1,2,?,0,3,1,27,44,1
0.603339,0.89411,0,71.764,2,2,1,1,2,5,0,29,59,1
0.317467,0.398767,0,55.4545,0,2,2,1,3,3,0,74,69,0
0.731996,0.420439,1,69.4068,2,0,4,?,2,2,0,55,76,1
0.197352,0.789832,0,56.8337,3,?,4,1,3,2,0,43,3,1
0.532696,0.315808,1,59.5913,0,2,4,1,3,2,0,66,46,0
0.478705,0.176299,1,71.0797,0,2,2,5,2,4,1,34,68,0
0.693877,0.550073,0,65.2655,2,1,1,2,4,2,0,34,49,1
0.829619,0.551635,-1,75.4427,?,1,3,3,4,2,1,47,31,1
0.406985,0.338104,0,65.0184,?,3,5,2,4,3,1,19,14,0
0.560292,0.130845,-1,70.0277,2,3,4,5,2,1,0,103,83,0
0.188878,0.525798,-1,71.8484,1,1,?,3,2,3,0,52,73,1
0.403177,0.807556,-1,59.6361,2,0,3,5,3,1,1,37,53,1
0.227203,0.743126,0,63.4981,3,3,3,2,3,3,0,72,45,1
0.492305,0.276857,-1,69.2336,1,1,3,1,3,2,0,67,30,1
0.314962,0.395179,0,62.5704,2,2,2,?,2,2,0,47,46,1
0.433308,0.599686,-1,67.0738,?,-1,4,3,1,1,1,61,38,1
0.582596,0.836923,-1,70.7699,3,1,2,1,3,3,1,33,?,1
0.708986,0.491404,-1,62.7549,4,3,3,5,3,2,0,92,28,1
0.763938,0.30249,1,68.8507,2,1,3,1,2,4,1,84,95,1
0.412366,0.479746,-1,73.5757,2,1,?,2,3,3,0,37,64,1
0.383247,0.502269,-1,69.9572,1,0,5,3,3,3,1,33,52,1
0.543708,0.466903,?,61.9874,2,1,1,5,4,3,0,62,42,1
0.557847,0.267956,-1,75.1968,3,0,?,3,3,2,0,68,40,0
0.689546,0.600226,0,59.6404,2,4,4,?,4,4,1,58,25,1
0.318328,0.17148,1,69.0776,4,1,4,1,3,4,0,17,74,0
0.959935,0.145423,0,55.0742,1,3,2,3,2,2,1,28,42,0
0.618933,0.263118,1,61.276,2,3,3,2,3,3,1,35,58,0
0.763556,0.589254,0,75.8673,3,1,2,4,3,3,1,62,9,1
0.418372,0.332679,-1,60.6006,2,2,2,4,1,2,?,28,46,1
0.787728,?,0,61.54,1,2,2,4,3,2,1,37,32,0
0.397359,0.80279,1,77.7105,3,2,2,3,2,3,0,28,76,1
0.705039,0.402143,0,71.7973,2,2,3,5,3,2,0,70,64,1
0.395543,0.68285,1,?,0,0,3,1,2,4,0,81,13,1
0.6068,?,0,63.2429,-1,3,3,2,3,3,?,24,57,0
0.63386,?,0,48.3655,1,2,4,4,2,1,0,60,17,1
0.60845,?,0,72.8755,3,1,3,?,3,2,0,31,52,1
0.352372,0.774133,0,67.0303,0,?,4,4,4,2,0,87,38,0
0.697302,0.578238,1,69.1511,2,0,3,5,?,3,1,72,67,1
0.493752,0.0358989,-1,58.6111,2,2,1,2,0,1,1,53,54,0
0.518622,0.457604,0,?,1,3,3,5,4,0,1,64,?,0
0.338292,0.197657,-1,67.92,1,1,2,1,4,4,1,72,75,1
0.735381,0.399024,0,63.0952,1,2,1,1,2,2,0,47,93,0
0.829873,0.299241,-1,69.9556,2,2,1,1,1,2,1,74,53,1
?,?,-1,64.5041,2,1,3,4,1,3,0,22,44,1
0.673818,0.307157,-1,69.771,1,0,5,2,3,2,0,28,81,0
0.181435,0.713973,-1,77.4421,2,2,?,1,4,3,0,66,39,1
0.668689,0.324822,0,60.7883,0,1,4,2,3,2,1,39,31,0
0.915109,0.4374,-1,64.3037,0,0,4,1,0,1,?,51,36,1
0.510106,0.419162,0,71.7332,1,1,4,2,3,5,0,42,59,1
?,0.759184,1,62.9497,1,?,3,2,3,3,0,48,77,1
0.29208,0.0559392,0,66.1462,3,-1,?,1,3,?,1,46,23,0
0.226619,0.329622,1,67.1373,1,1,1,3,2,0,0,70,29,1
0.545967,0.831896,1,64.6144,2,0,4,3,3,1,1,51,72,1
0.362979,0.229849,-1,65.9592,3,2,1,3,1,2,0,6,70,1
0.5258,0.61368,0,81.3969,2,0,1,2,2,3,0,34,42,1
0.451541,0.390323,0,76.0068,1,2,4,2,3,4,1,66,56,0
0.406484,0.463211,0,65.7152,1,2,5,3,3,2,1,74,30,0
0.213888,?,1,48.5306,0,1,4,5,2,2,1,51,49,0
0.268174,0.316779,0,70.8887,4,0,4,4,2,2,0,59,28,1
0.51723,0.134408,0,65.4231,1,1,2,1,3,2,0,80,85,0
0.104168,0.265535,0,74.2599,2,2,4,5,2,1,1,62,?,1
0.583365,0.462624,1,68.6363,1,0,4,2,3,2,0,95,56,1
0.485065,0.639597,-1,64.7199,2,1,1,2,2,1,0,52,62,1
0.490001,0.617085,-1,69.6604,1,1,2,4,2,1,1,53,72,1
0.464402,0.386327,0,73.9703,2,2,3,5,?,1,?,72,12,1
0.614808,0.607559,1,78.1377,1,2,5,4,2,4,1,74,40,0
0.710843,0.421334,?,59.6637,3,2,3,1,2,3,0,53,43,1
0.544492,0.648726,-1,66.8461,-1,2,5,4,2,3,1,50,71,0
0.640434,0.261268,1,55.9472,1,1,?,3,3,2,1,44,38,1
0.550573,0.711179,1,64.9639,2,2,3,5,1,?,1,68,85,1
0.292877,0.610319,0,66.5927,1,?,4,3,3,2,0,67,52,1
0.707982,0.718092,-1,58.7523,2,1,3,1,4,3,1,79,56,1
0.699676,0.224646,0,63.4845,1,1,4,1,4,3,1,57,57,0
0.360763,0.368806,0,60.9686,1,?,1,5,3,3,1,63,28,1
0.340371,0.226387,1,60.2209,2,2,4,5,3,3,1,24,40,1
0.764207,0.343923,0,61.5383,0,1,1,5,5,3,?,32,27,0
0.451298,0.613542,-1,61.6208,1,1,5,2,2,4,0,76,71,1
0.713404,0.590821,0,68.4448,2,1,1,?,2,1,1,43,46,1
0.419337,0.365701,0,80.9979,2,2,2,2,3,3,1,48,?,1
0.441114,0.257634,0,?,1,?,3,?,3,2,0,43,35,0
0.35253,0.501842,0,56.7683,1,1,4,?,1,3,?,29,12,1
0.634371,0.307253,1,63.666,5,2,5,5,2,1,0,?,72,0
0.583002,0.951569,0,49.3602,1,2,?,4,2,1,1,55,94,0
0.830536,0.409837,-1,71.2235,3,0,?,5,2,4,0,42,50,1
0.509061,0.456262,-1,77.5614,0,1,4,5,4,4,0,47,73,0
0.632756,0.602197,1,66.562,0,0,5,3,3,3,1,40,63,1
0.462909,0.603835,-1,69.5728,0,2,2,2,3,2,0,56,38,0
0.406259,0.663417,1,?,0,2,2,1,4,2,0,54,?,0
0.504133,0.384042,1,75.917,1,2,4,1,2,2,1,14,63,0
0.61375,0.890929,1,59.6252,3,0,3,?,4,2,0,31,61,1
0.578488,0.725519,-1,?,1,1,3,5,2,1,0,?,93,1
0.523954,0.385995,-1,66.0131,1,2,4,5,2,3,0,63,54,0
0.35737,0.642925,?,70.9786,0,3,3,4,4,2,0,55,43,0
?,0.485764,1,57.8452,1,1,2,1,3,2,0,67,50,1
0.351533,0.433991,1,51.2668,4,2,1,5,3,?,0,74,51,1
0.72083,0.15244,-1,68.8396,2,1,2,4,2,2,0,108,12,1
0.48023,0.390603,0,68.6994,1,2,3,4,2,4,0,?,52,0
0.587858,0.384531,0,75.2749,2,1,5,1,3,1,0,58,44,1
0.630151,0.728257,-1,61.5918,0,2,4,5,0,4,0,37,38,0
0.403585,0.547628,-1,63.3124,2,2,5,5,2,3,0,26,43,1
0.422944,0.26648,0,69.0886,1,2,4,3,1,3,1,89,77,0
0.464776,0.420972,-1,69.0011,?,3,5,2,3,3,0,9,17,0
0.549136,0.405875,-1,67.0894,3,?,4,3,3,3,0,57,55,1
0.396109,0.467977,?,67.2936,1,3,5,1,3,3,1,88,62,0
0.319407,?,0,63.0885,1,2,4,3,?,2,1,44,68,0
0.504234,0.647537,1,?,?,0,5,2,2,3,1,38,43,1
0.300309,?,1,63.6183,1,1,2,5,2,3,0,24,38,1
0.775782,0.735478,-1,78.8113,0,1,3,2,3,3,0,33,66,0
0.303088,-0.0423497,-1,70.9355,1,1,3,5,2,2,0,58,44,1
0.372013,0.424484,0,69.0019,2,2,1,3,3,2,0,59,18,1
0.337821,0.476816,1,72.1494,3,0,5,5,?,1,1,51,10,1
0.514518,0.602477,-1,65.4762,3,2,4,2,2,3,0,18,56,1
0.361139,0.454016,0,62.2049,1,1,5,4,1,1,0,51,58,1
0.168403,0.454528,-1,63.9501,0,2,2,3,2,4,0,35,47,0
0.264253,0.297327,-1,71.0426,3,3,4,2,3,2,0,34,76,1
0.532776,0.629623,0,69.5943,1,4,5,4,?,2,0,81,79,0
0.416889,0.475791,1,70.7845,2,0,2,1,3,1,0,42,63,1
0.711474,0.450265,-1,51.5157,2,0,1,1,2,2,1,33,64,1
0.641867,0.48312,1,73.102,1,2,5,4,3,2,1,14,66,0
0.233525,0.557055,1,70.1184,4,1,4,?,3,1,0,30,56,1
?,?,0,68.3701,2,2,3,2,4,2,1,79,?,1
0.354341,0.760047,-1,64.0606,1,3,1,3,2,1,0,32,91,0
0.778288,0.517735,-1,64.8638,2,2,3,1,4,?,0,50,53,1
0.511939,0.734547,1,80.378,3,?,3,5,3,2,0,51,9,1
0.786706,0.553889,-1,73.2907,2,3,3,5,3,3,1,50,66,0
0.520672,0.395145,-1,51.9629,1,4,?,5,2,2,1,58,81,0
0.140096,0.674086,?,54.6709,1,0,3,2,2,3,1,61,36,1
0.43589,0.0356473,?,71.0911,1,3,4,5,4,2,0,57,64,0
0.537326,0.471696,0,71.6975,2,-1,2,1,?,2,0,-3,66,1
0.527158,0.743752,1,74.5332,2,1,5,5,?,3,0,57,105,1
0.355857,0.333337,1,62.3752,2,3,4,1,2,2,0,64,67,0
0.442661,0.656687,0,59.6085,2,1,1,5,4,5,1,36,53,1
0.208977,0.32499,0,57.2493,1,1,2,3,3,2,1,-4,53,1
0.505563,0.268252,-1,72.2068,1,1,3,3,2,1,0,12,86,0
0.532755,0.545666,1,75.2528,2,1,1,4,2,0,1,35,22,1
0.515895,0.65901,0,77.1414,2,4,?,4,?,2,1,50,34,0
0.990262,0.486159,0,50.8539,2,-1,3,5,3,3,0,43,?,1
0.414011,0.661503,-1,70.081,2,1,1,2,2,2,1,24,78,1
0.36364,0.486681,1,?,2,1,1,1,2,?,1,60,64,1
0.619309,0.353958,1,56.9904,1,2,2,5,2,3,1,61,63,0
0.558765,0.805305,0,64.605,2,?,3,5,2,3,0,?,36,1
0.38912,0.088396,1,70.4052,3,3,1,3,2,4,1,29,?,0
0.600181,0.625977,0,55.5421,2,2,3,3,1,3,1,28,6,1
0.506254,0.641677,1,67.405,1,1,3,4,1,2,?,12,57,1
0.431588,0.566039,0,63.7796,1,2,5,3,1,3,0,50,59,0
0.750185,0.606688,1,67.9679,1,0,2,5,0,3,0,?,40,1
0.415866,0.662752,0,69.644,-1,3,5,3,2,4,0,28,53,0
0.441217,0.552679,?,71.9554,0,2,3,5,4,2,0,65,35,0
0.576796,0.570221,0,73.0053,1,3,5,2,3,3,1,51,101,0
0.450435,0.700135,-1,61.2963,4,1,3,1,2,2,0,44,73,1
0.860846,0.66416,1,66.4922,3,1,4,3,2,?,0,99,?,1
0.690161,0.293612,1,65.5876,0,0,4,5,2,2,1,58,80,0
0.476499,0.251383,0,59.6997,2,3,3,5,2,4,0,59,28,0
0.260866,0.38799,-1,?,2,1,4,3,3,2,1,29,26,1
0.703694,0.494715,0,59.7364,1,3,1,5,3,2,0,37,50,0
0.432276,0.618917,-1,81.5515,2,3,5,4,2,3,0,69,51,0
0.464147,0.409717,0,69.7941,0,0,?,5,1,1,?,56,57,1
?,0.510917,1,73.6665,1,2,1,1,1,3,1,56,62,0
0.13423,0.516535,1,60.027,-1,2,3,2,4,2,0,60,73,0
0.43772,0.399537,0,68.6753,2,0,1,2,2,1,1,36,52,1
0.613252,0.375724,0,60.6737,?,2,3,5,1,?,1,54,41,0
0.786804,0.353477,-1,61.9954,4,0,?,?,3,1,1,69,43,1
1.031,0.171753,0,54.3005,3,3,5,2,3,5,0,93,37,0
0.350798,0.735236,-1,59.2655,3,3,3,4,2,3,1,51,69,1
0.462317,0.815901,-1,70.4781,1,1,2,?,2,3,0,23,66,1
0.38751,0.558592,0,48.7204,1,2,4,5,3,2,?,87,40,0
0.46681,0.761372,0,65.3709,2,1,4,3,3,3,0,-6,79,1
0.597318,0.418635,-1,53.0912,2,0,4,2,1,2,1,70,31,1
?,?,0,68.7297,2,3,2,?,3,2,1,53,35,0
0.42339,0.723234,-1,66.9652,2,1,3,1,2,3,1,30,65,1
0.427855,0.643867,0,70.6139,4,2,4,3,1,2,0,53,39,1
0.404418,0.429814,-1,70.764,2,3,4,3,2,2,0,77,23,1
0.866272,0.740166,-1,66.6362,2,?,1,5,3,3,?,54,36,1
0.636773,0.351494,0,68.2974,2,2,1,3,?,5,0,54,73,1
-0.0548953,0.0807899,0,67.1267,2,0,3,4,3,?,0,22,?,0
0.341884,0.575507,1,80.4998,2,2,5,1,3,2,0,35,40,1
0.387393,0.73499,1,68.2025,2,1,4,1,3,1,1,34,?,1
0.815785,0.254529,0,56.9748,2,2,5,3,2,4,1,33,62,0
0.833631,0.423482,1,73.2064,2,0,3,1,2,4,0,55,22,1
0.523151,0.696663,1,60.141,3,1,5,2,2,3,1,30,55,1
0.0675228,0.526323,-1,50.4071,0,1,1,1,3,3,1,55,67,0
0.604672,0.495055,-1,64.7568,2,1,1,1,2,1,1,81,32,1
0.476159,0.804386,-1,69.772,2,2,2,2,4,0,0,76,53,1
0.708503,0.281564,0,65.2501,-1,1,5,3,2,4,1,72,34,0
0.605889,0.266989,-1,56.4045,0,3,2,1,2,5,1,78,48,0
?,0.417383,1,63.5058,3,2,3,2,4,4,1,-2,68,1
0.649124,0.634663,1,63.3679,?,?,1,5,4,2,1,43,95,0
0.599129,0.558352,-1,64.1001,1,0,3,1,4,2,1,71,46,1
0.468748,0.743878,1,62.6993,2,1,2,3,4,1,?,61,50,1
0.408336,0.451533,-1,?,1,1,5,5,2,1,0,45,53,1
0.551379,0.894856,-1,65.7242,4,2,2,3,2,3,1,67,55,1
0.66636,0.400901,-1,62.642,1,?,5,4,3,2,0,49,36,1
0.28527,0.35103,1,73.5668,1,3,5,3,3,1,0,47,21,0
?,0.406843,-1,?,2,1,1,3,3,2,1,32,73,1
0.213627,0.443003,-1,63.9898,1,1,2,2,3,6,0,21,58,1
0.440935,?,0,72.2385,0,1,4,1,3,0,1,74,50,0
0.597548,0.476296,0,73.377,2,1,4,2,3,4,1,38,31,1
0.647746,0.826809,0,62.5523,2,1,2,2,5,3,?,67,37,1
0.612604,0.523323,0,72.9821,3,0,5,4,1,1,0,37,47,1
0.679766,0.839317,0,64.1202,3,1,3,5,2,2,0,29,66,1
0.366102,0.472434,0,64.36,1,2,4,3,1,1,?,65,77,0
0.695167,0.71099,1,65.384,1,2,5,4,2,2,1,70,62,0
0.262571,0.247869,0,53.3325,3,?,2,3,2,3,0,?,70,1
0.597081,0.0538263,0,67.8406,2,2,?,1,3,1,0,4,63,0
0.670978,0.639728,-1,71.5007,1,1,3,5,4,1,0,71,93,1
0.845519,0.604615,1,65.919,1,?,3,4,2,4,1,38,66,1
0.492714,0.125751,0,59.5454,1,1,2,4,3,1,1,56,?,0
0.193432,0.317441,1,66.5999,2,2,1,?,4,4,0,37,81,1
0.57468,?,1,55.7064,1,1,1,5,5,4,?,23,87,1
0.218032,?,1,63.9659,2,1,3,3,1,0,1,44,49,1
0.274527,0.589126,1,64.3922,1,1,5,3,2,3,?,75,21,1
0.456705,0.44934,1,85.9764,1,2,2,3,1,2,0,36,49,0
0.699747,0.280427,1,62.8967,1,1,3,4,4,3,0,91,46,0
0.456747,0.415255,0,63.6896,1,3,4,4,3,2,1,51,79,0
?,0.620368,0,54.3537,1,3,5,1,2,4,0,81,41,0
0.645388,?,0,66.5655,2,2,?,4,3,1,0,0,?,1
0.876469,0.446333,-1,65.7226,0,2,2,3,2,1,1,76,69,0
0.631787,0.700692,-1,53.8125,1,1,1,3,3,3,0,31,62,1
0.229033,0.407149,1,68.7006,2,0,4,3,3,2,0,49,94,1
0.59388,0.472133,1,76.4111,1,?,1,5,3,3,0,61,20,1
0.187926,0.530477,?,62.8241,1,1,5,2,3,?,0,53,56,1
0.337649,0.498574,-1,64.1709,2,1,5,?,2,2,0,41,37,1
0.809244,0.450843,1,55.8578,-1,1,3,3,4,1,0,64,59,0
0.401179,0.284693,-1,53.2627,2,2,1,?,3,2,0,27,42,1
0.610686,0.687506,1,71.0025,3,1,2,1,1,?,1,49,79,1
0.275659,0.134692,1,59.989,3,2,1,?,3,3,1,76,8,1
0.409706,0.542122,-1,63.5331,2,-1,2,3,3,4,0,64,36,1
0.58466,0.912315,0,59.1816,0,3,3,2,2,4,0,7,17,0
0.359269,0.467538,0,58.0693,2,0,2,5,3,0,1,30,71,1
0.613938,0.662516,1,66.5459,2,1,2,5,2,3,1,59,67,1
0.606444,0.256224,-1,73.5268,2,2,2,2,1,2,0,31,53,0
0.613472,0.676078,-1,59.9578,?,2,1,2,1,0,0,?,70,0
0.700811,0.542013,1,66.6103,3,1,2,?,5,2,1,19,?,1
0.804146,0.506472,-1,66.0197,1,1,4,5,5,2,?,28,46,1
-0.00912912,0.316909,0,69.7882,1,1,5,5,2,1,0,43,54,1
0.66515,0.925513,0,61.3693,4,2,1,5,1,3,1,48,39,1
0.576816,?,0,62.5798,3,0,1,?,3,3,0,80,46,1
0.346465,0.634439,1,67.3392,0,0,1,3,3,3,0,49,2,1
0.644372,0.408934,0,71.0251,2,2,4,5,2,2,1,?,55,1
0.590387,0.337764,1,60.5754,?,2,2,4,2,2,1,65,58,0
0.675718,?,0,56.4309,2,2,1,3,?,3,1,45,77,1
0.561238,0.341694,1,63.6492,2,1,1,5,3,4,0,54,85,1
0.860459,0.748377,-1,66.4323,0,3,4,2,?,4,0,28,33,0
0.597739,0.438494,-1,66.8637,1,3,5,4,1,4,0,47,64,0
0.602117,0.412078,-1,?,1,?,2,1,3,4,?,42,33,1
0.726957,0.417113,0,69.4059,2,3,?,3,3,2,1,8,50,0
0.789137,0.516594,0,60.3528,-1,0,5,4,3,4,0,42,7,1
0.65199,0.57736,1,63.739,2,1,3,1,2,3,1,?,52,1
?,0.574787,1,68.4833,0,2,1,5,2,4,0,73,?,0
?,0.645796,-1,52.659,2,1,1,5,3,4,?,38,33,1
0.538312,0.548842,?,64.1921,4,1,5,4,3,4,0,41,10,1
0.785148,0.130866,0,75.12,1,0,1,3,3,2,0,44,72,0
0.523305,0.390223,0,65.6425,3,2,?,4,3,5,0,33,42,1
-0.0249148,0.518529,0,60.8473,1,2,1,4,3,?,0,43,54,0
0.288765,0.595467,-1,74.6422,2,4,2,1,1,1,1,?,48,0
0.538213,0.396771,-1,63.2054,2,2,2,5,2,2,0,56,33,1
0.846304,0.315284,0,?,2,1,2,2,2,3,1,37,27,1
0.532103,0.40104,0,?,2,0,5,3,2,1,0,83,57,1
?,0.24882,-1,62.2863,1,1,?,3,3,2,1,70,42,1
0.418988,0.564699,-1,63.676,2,1,3,2,2,1,1,47,63,1
0.433956,0.564232,0,67.9084,3,2,2,?,3,2,1,50,77,1
0.964396,0.726933,0,50.3637,0,-1,4,4,2,5,1,59,68,1
0.525371,0.396805,1,63.7428,1,1,2,1,3,2,0,19,?,1
0.389904,0.895672,0,76.3982,0,0,2,5,3,?,1,11,54,1
?,0.38274,0,61.0558,2,2,?,4,2,3,1,48,31,1
0.900022,0.904455,1,60.114,2,3,2,2,2,3,0,50,76,0
0.442293,0.125973,-1,66.7585,3,3,4,4,2,4,?,33,69,1
0.786923,0.594762,0,54.2235,1,4,5,2,4,2,?,38,39,0
0.6103,?,0,65.1658,1,1,5,1,3,3,1,42,51,1
0.394071,0.809958,1,64.7069,1,1,1,1,?,3,0,51,39,1
0.331766,0.615605,1,66.4581,2,2,1,1,2,1,0,26,38,1
0.200259,0.500775,0,70.503,2,1,?,2,3,2,?,54,47,1
0.518886,0.615878,0,70.8173,3,2,5,1,2,1,0,45,36,1
0.416106,0.626822,-1,71.198,0,0,2,?,3,4,1,85,56,1
0.477172,0.468373,1,65.1378,4,0,5,2,1,0,0,49,28,1
0.257122,0.58421,-1,76.8346,1,0,3,1,2,1,1,77,56,1
0.534849,0.898045,1,58.5885,2,3,?,4,2,2,0,61,50,0
0.520189,0.462461,-1,?,1,1,2,3,1,?,1,31,15,1
0.426248,0.177022,-1,67.6642,?,2,2,1,1,2,1,?,44,0
0.311349,0.218367,-1,73.6136,2,3,1,2,3,3,0,24,39,0
0.420286,0.79924,-1,61.3119,1,0,5,2,3,?,0,39,32,1
0.446074,?,1,57.4373,1,1,3,2,4,2,?,25,53,1
0.881511,0.408464,-1,?,0,1,2,5,0,2,1,49,63,0
0.472303,0.749998,1,64.7594,2,3,5,2,4,4,0,?,73,0
0.338574,0.19028,-1,56.8797,1,1,3,5,?,2,0,103,47,1
0.0804844,0.455317,0,72.5368,2,?,1,4,3,2,0,73,51,1
0.475283,0.50948,0,62.6437,1,2,1,2,4,3,1,82,56,0
0.768028,0.541003,1,56.1549,0,1,2,2,2,3,1,78,50,0
0.526298,0.425333,-1,69.5144,3,2,1,5,3,1,0,34,78,1
0.459238,0.433453,0,67.2183,1,0,4,3,4,5,1,46,52,1
0.772772,0.417528,0,69.4435,1,1,5,2,2,3,?,66,24,1
0.707463,0.144379,1,55.1427,2,1,2,2,3,2,1,26,41,0
1.01702,0.468274,-1,65.6989,2,4,?,1,1,3,0,35,?,0
0.243709,0.69435,-1,63.7207,0,2,3,3,2,2,0,39,76,0
0.457799,0.457937,1,56.6322,?,1,3,5,3,2,0,72,55,1
0.670921,0.87291,1,66.7841,2,2,?,1,2,2,0,71,18,1
0.258434,0.497348,0,60.9851,1,3,3,2,4,3,0,?,37,0
0.25353,0.15241,1,69.8447,3,1,3,3,3,1,0,42,66,1
0.844683,0.638339,-1,71.4343,2,2,1,?,?,0,?,46,51,1
0.881795,0.499746,0,68.4425,0,1,1,5,3,?,0,70,3,1
0.634724,0.698624,-1,67.3412,1,?,1,5,2,2,1,37,30,0
0.595618,0.673113,1,63.9601,1,3,4,3,2,3,?,68,?,0
0.626581,0.481669,1,64.5519,2,1,?,3,2,3,0,50,?,1
0.488199,0.640312,-1,75.8662,0,1,4,1,3,3,1,85,70,0
0.557654,0.601612,1,49.8946,1,3,1,4,3,5,?,37,31,0
0.779163,0.3733,-1,69.906,2,-1,3,3,3,?,1,93,58,1
0.109555,0.346435,-1,74.0878,3,1,?,1,1,2,0,66,36,1
0.558374,0.434495,0,58.9782,0,0,3,1,2,3,1,55,53,1
0.305351,?,1,59.2026,1,3,?,3,2,4,0,17,70,0
0.726636,0.69817,0,70.2435,3,2,3,2,?,3,1,39,53,1
0.724615,0.697949,-1,66.5348,0,4,5,4,2,3,0,59,27,1
0.606747,0.250897,1,58.9725,1,0,1,?,1,3,0,85,42,1
0.506815,0.682614,-1,61.9764,1,2,3,3,4,2,1,39,42,0
0.562846,0.720861,1,49.7763,1,1,3,4,3,2,0,56,26,1
0.568413,0.448077,1,61.2447,2,0,3,3,1,5,1,50,23,1
?,0.28593,0,71.5642,1,2,5,2,3,2,1,74,52,0
0.241926,0.383027,1,69.3458,0,2,3,4,?,3,0,55,36,0
0.571212,0.588655,-1,68.6723,0,3,4,4,2,1,0,29,70,0
0.869476,0.438324,0,73.0674,0,3,4,3,2,2,0,57,51,0
0.79305,0.64321,0,63.1712,0,?,4,3,1,2,0,54,35,0
0.345294,0.794276,0,74.1234,1,3,1,3,5,4,0,69,84,0
0.410794,0.437379,1,65.7209,0,0,1,2,2,3,1,75,51,1
0.750162,0.158273,0,81.3008,2,2,2,4,2,3,0,43,34,0
0.160406,0.694595,0,66.8496,1,-1,1,3,4,2,0,66,53,1
0.618878,0.546764,1,60.2755,1,2,?,5,3,1,0,52,72,0
0.370638,0.475293,1,66.4041,1,3,5,5,3,2,1,39,77,0
0.627576,0.323851,1,62.9504,0,1,3,5,2,4,0,45,43,0
0.263539,?,-1,60.0435,1,1,1,2,1,2,0,34,86,1
0.535736,0.358901,0,68.1048,2,2,4,4,3,1,0,47,66,1
